CityName,TouristSpot,Description,Images,Maps,Hotels,Attractions,Meals,,,
Kenya,Lake Naivasha,"
A haven for birders, Lake Naivasha lies at the highest point of the Great Rift Valley and has been known to shrink considerably in times of extreme drought. A flourishing floriculture industry in the area is also impacting water levels and quality. One of the best ways to view the wildlife is by boat. More than 400 species of birds have been spotted here, including African fish eagles. Hippos slosh in the water, and giraffes, zebra, buffalo, and eland graze around the edges of the lake. Keep a lookout for colobus monkeys in the canopies, too. Near Lake Naivasha, the Crater Lake Game Sanctuary features a wildlife-rich nature trail. Just south of Lake Naivasha, the relatively affordable Hell's Gate National Park protects a wide variety of wildlife and offers excellent climbing opportunities with two extinct volcanoes and the red cliffs of Hell's Gate Gorge. On the southern shore of Lake Naivasha, you can pop in for a cup of tea at the Elsamere Conservation Centre, the former home of the late Joy Adamson, author of Born Free and her husband George.","['//upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Naivasha_lake.jpg/650px-Naivasha_lake.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Quiet_dusk_over_Lake_Naivasha_%285232083375%29.jpg/620px-Quiet_dusk_over_Lake_Naivasha_%285232083375%29.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/9/94/Lake_Naivasha_Fishermen.jpg/620px-Lake_Naivasha_Fishermen.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d127663.17771989296!2d36.284108860174825!3d-0.7524088378677773!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x18293890f023aceb%3A0xadf969a755198cc5!2sLake%20Naivasha!5e0!3m2!1sen!2sin!4v1601554385926!5m2!1sen!2sin,"['Enashipai Resort & Spa', 'Lake Naivasha Sopa Lodge', 'Lake Naivasha Resort', 'Naivasha Kongoni Lodge', 'Sawela Lodge']","['Lake Naivasha National Park', 'Crescent Island Game Sanctuary', 'Hippo Point', 'Crater lake camp', ""Fisherman's Camp""]","['Ranch House Bistro', ""Fisherman's Camp Restaurant"", 'Camp carnellys restaurant', 'Country House Inn - Reminis Bistro Naivasha', 'Lazy Bones Bar And Restaurant']",,,
Kenya,Malindi,"
North of Mombasa on the Kenyan coast, Malindi is a beach resort popular with European visitors. Thanks to its rich trading history, it is also a melting pot of cultures and cuisines, with a split personality. Part historic old town, part modern tourist hub, Malindi is where travelers come to sun on the white sands of Watamu Beach; dive the coral reefs of the Malindi and Watamu Marine National Parks; and soak up a dose of Swahili history in the historic town, dating from the 12th century. Here, you can visit the Jami Mosque; two pillar tombs from the 14th century; and the Church of St. Francis Xavier, one of East Africa's oldest churches. On the promontory, the Vasco De Gama Cross is one of the oldest standing monuments in Africa. Another popular tourist attraction is the Falconry of Kenya, a rehabilitation center for sick and injured birds. About 30 kilometers northeast of Malindi, the Marafa Depression, also called Hell's Kitchen or Nyari, is a set of sandstone gorges sculpted by the wind and rain.","['//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Pillar_of_Vasco_da_Gama.jpg/650px-Pillar_of_Vasco_da_Gama.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Robinson_Island_Kenya.jpg/620px-Robinson_Island_Kenya.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Sun_rise_Malindi.jpg/620px-Sun_rise_Malindi.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Colours_of_the_sea.jpg/620px-Colours_of_the_sea.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Malindi.jpg/620px-Malindi.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d127471.4623387565!2d40.01975651563442!3d-3.2292082422553428!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x18158fa8aba15693%3A0xcbebf1008265d79d!2sMalindi%2C%20Kenya!5e0!3m2!1sen!2sin!4v1601554443284!5m2!1sen!2sin,"['Leopard Point Luxury Beach Resort & Spa', 'Travellers Inn Resort Malindi KENYA', 'Prestige Holiday Resort Malindi', 'Sandies Tropical Village', 'African House Resort']","['Vasco da Gama Pillar', 'Falconry of kenya', 'Malindi Museum', 'Marine National Park boats - Malindi', 'Mayungu Public Beach']","['Osteria Restaurant & Ice Cream Malindi (Sea Front Road)', 'Baby Marrow', 'Baobab restaurant', 'Simba Restaurant', 'Surahi Restaurant-Malindi']",,,
Kenya,Mount Kenya National Park,"
In the Central Highlands, east of the Great Rift Valley, Mount Kenya National Park is a UNESCO World Heritage Site encompassing the country's namesake highest mountain at 5,199 meters and providing the rare sight of equatorial snow. Formed by a series of volcanic eruptions, Mount Kenya is actually comprised of three glacier-cloaked peaks. The highest is Batian, although Nelion, the next highest, is a tougher climb. The lowest peak, Lenana, is considered the easiest climb, although unpredictable weather can pose challenges. Scenery varies from glaciers, lakes, and mineral springs to alpine forest and dense pockets of bamboo. The diversity of flora and fauna provides rewarding opportunities for safaris. Among the wildlife here, you may spot black and white colobus monkeys, buffalo, elephant, tree hyrax, leopard, and hyena. Nestled in the foothills, the famous Fairmont Mount Kenya Safari Club is a luxury retreat with trout fishing, golf, and tennis.","['//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Mount_Kenya.jpg/600px-Mount_Kenya.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/FujiSunriseKawaguchiko2025WP.jpg/620px-FujiSunriseKawaguchiko2025WP.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Mount_Kenya_Lenana_Nelion_Batian.jpg/620px-Mount_Kenya_Lenana_Nelion_Batian.jpg','//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Terere_and_Sendeyo.jpg/620px-Terere_and_Sendeyo.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Mugi_hill_and_giants_billards_table.jpg/620px-Mugi_hill_and_giants_billards_table.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Batian.jpg/620px-Batian.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Point_john_from_top.jpg/708px-Point_john_from_top.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/MtKenya_gletscher.jpg/620px-MtKenya_gletscher.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Frost_upheaval.jpg/620px-Frost_upheaval.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/The_gates_waterfall_mount_kenya.jpg/620px-The_gates_waterfall_mount_kenya.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15959.217019395524!2d37.299653114576124!3d-0.15213834822395778!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1827e15555555555%3A0xc947a256df18ed98!2sMount%20Kenya%20National%20Park!5e0!3m2!1sen!2sin!4v1601554629460!5m2!1sen!2sin,"['Hotel Fairmont Mount Kenya Safari Club', 'Serena Mountain Lodge', 'Serena Mountain Lodge', 'Shiptons Mountain Hut', 'Old Moses Mountain Hut']","['Mount Kenya National Park', 'Mount Kenya Naro Moru Park Gate', 'Mt Kenya National Park Gate', 'Nairobi Animal Orphanage', 'Shiptons campsite Mt kenya']","['Mount Kenya National Park', 'Mount Kenya', 'Hotel Fairmont Mount Kenya Safari Club', 'Shiptons Mountain Hut', 'Trout Tree Restaurant']",,,
Kenya,Hell's Gate National Park,"
A hot spot for climbers, Hell's Gate National Park is one of the few parks in Kenya that allows camping and enables you to explore on foot or bicycle. Hell's Gate offers excellent climbing and hiking opportunities, with two extinct volcanoes; the red cliffs of Hell's Gate Gorge; ObsidianCaves; and the pointed column of rock known as Fischer's Tower, a former volcanic plug. Geothermal features include hot springs and natural geysers hissing steam through vents in the earth's crust. The park also protects a wide variety of wildlife, including leopards; baboons; hartebeest; eland; ostriches; gazelles; and more than 100 species of birds, as well as eagle and vulture breeding grounds. Olkaria Geothermal Station, the first of its kind in Africa, lies within Hell's Gate National Park and generates power from heated, pressurized water underground. The Oloor Karia Maasai Cultural Centre within the park is worth a visit with Maasai singing, dancing, and jewelry-making demonstrations.","['//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Hell%27s_Gate%2C_Kenya.jpg/684px-Hell%27s_Gate%2C_Kenya.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Hellsgate.jpg/620px-Hellsgate.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Tourist_safari_road_in_Hell%27s_gate_National_Park.jpg/620px-Tourist_safari_road_in_Hell%27s_gate_National_Park.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Olkaria_V_Geothermal_Power_Station.jpg/620px-Olkaria_V_Geothermal_Power_Station.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3989.341813759207!2d36.30365631399596!3d-0.8855229993540102!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x18294a01b3120caf%3A0xa1258436f698fc5d!2sHells%20Gate%20National%20Park!5e0!3m2!1sen!2sin!4v1601554833482!5m2!1sen!2sin,"['Naivasha Kongoni Lodge', 'Enashipai Resort & Spa', 'Lake Naivasha Country Club', 'Sawela Lodge', 'Lake Naivasha Country Club']","['Central Tower', 'Lake Naivasha National Park', 'Obsidian Caves', 'Mount Longonot National Park', 'Crescent Island Game Sanctuary']",[],,,
Morocco,Hassan II Mosque,"
Casablanca's major point of interest and landmark building, the Hassan II Mosque is a lavish symbol not only of the city, but also of Morocco itself. This modern mosque (finished in 1993) doesn't do things by halves. The decoration detail covering every centimeter of the mammoth two-hectare site took 10,000 artisans to complete. Intricately carved marble pieces, vibrant mosaics, and zellige tile details all pay tribute to traditional Islamic architecture ideals and the mastery of Moroccan craftsmanship and yet, at the same time, still manage to feel contemporary.","['//upload.wikimedia.org/wikipedia/en/thumb/4/46/Hassan_II_Mosque.jpg/620px-Hassan_II_Mosque.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/6/67/Hassan_2_Mosque.jpg/620px-Hassan_2_Mosque.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/f/fb/Casablanca_DSC1074EC.jpg/620px-Casablanca_DSC1074EC.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/f/fe/Hassan_II_mosque2.jpg/620px-Hassan_II_mosque2.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/2/2f/Hassan_II_mosque%2C_Casablanca.jpg/646px-Hassan_II_mosque%2C_Casablanca.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/2/23/Hassan_II_Mosque_sunny_day_2019-03-10.jpg/693px-Hassan_II_Mosque_sunny_day_2019-03-10.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Bou_Inania_Madrasa_2011.jpg/680px-Bou_Inania_Madrasa_2011.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3322.8721726292583!2d-7.635036185427645!3d33.608620980729!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xda7d2607994d58f%3A0x67a1d618e7b0d072!2sHassan%20II%20Mosque!5e0!3m2!1sen!2sin!4v1601554876821!5m2!1sen!2sin,"['MELLIBER Appart Hotel', 'Sofitel Casablanca Tour Blanche', 'Barcel� Anfa Casablanca', 'ibis Casablanca City Center', 'Hyatt Regency Casablanca']","['Mohammed V Square, Casablanca', '???????? ???????', 'Place des Nations Unies', 'Parc Sindibad', ""La Tour de l'Horloge""]",['Hassan II Mosque'],,,
Morocco,Oudaias Kasbah,"
Morocco has plenty of beautiful old town areas but Rabat's Oudaias Kasbah neighborhood has to be one of the country's most picturesque. This is a peaceful and perfectly quaint district that feels miles away from the city, despite being right in the city's core. Inside the walls of this old fortress, the lanes of neat white-and-blue houses rimmed by colorful flowerpots and flapping washing have a lost-in-time atmosphere that's hard to beat. Even better, unlike the old town areas of Fes and Marrakesh, there are hardly any other tourists here, so exploring this pretty corner of the capital feels as if you've been let in on a well-kept secret.","['//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kasbah_Oudayas_exterior.jpg/620px-Kasbah_Oudayas_exterior.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Bab_Oudaia1.jpg/620px-Bab_Oudaia1.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Oudayas_Mosque_doorway.jpg/690px-Oudayas_Mosque_doorway.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Oudaya_Museum.jpg/620px-Oudaya_Museum.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Andalusian_Gardens_Oudayas%2C_rabat.jpg/620px-Andalusian_Gardens_Oudayas%2C_rabat.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Marrocos-Kasbah-Oudaya-Rabat-Luis-Filipe-Gaspar.jpg/615px-Marrocos-Kasbah-Oudaya-Rabat-Luis-Filipe-Gaspar.jpg','//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/30454-Rabat_%2828134412141%29.jpg/668px-30454-Rabat_%2828134412141%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Whitewashed_Street_in_Kasbah_-_Rabat_-_Morocco.jpg/615px-Whitewashed_Street_in_Kasbah_-_Rabat_-_Morocco.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Une_ruelle_de_la_Kasbah_des_Oudayas.jpg/615px-Une_ruelle_de_la_Kasbah_des_Oudayas.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Kasbah-Corner.jpg/662px-Kasbah-Corner.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3306.4220199908264!2d-6.837542885413431!3d34.033044080611134!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xda76c0a97d29199%3A0xb0b5939bf6556dc7!2sKasbah%20of%20the%20Udayas!5e0!3m2!1sen!2sin!4v1601554934078!5m2!1sen!2sin,"['H�tel des Ouda�as', 'Casbah Hotel', 'Kasbah of the Udayas', 'Hotel Al Kasbah', 'Dar oudayas']","['Oudayas', 'Andalusian Gardens', 'Hassan Tower', 'Greenwitch Time Travel', 'Museum of Oudayas']",['Kasbah of the Udayas'],,,
Morocco,Chefchaouen,"
In the beautiful Rif Mountains, Chefchaouen is a gorgeous labyrinth of blue-on-blue buildings that has an incredibly photogenic glow. There isn't much actual sightseeing to be done, and that's one of the town's main attractions. It's simply about wandering the medina alleys and lapping up all that colorful architecture. It's a peaceful, easygoing town and a great place to recharge if you've been amid the cities for a while. This is also one of Morocco's main hiking and trekking destinations and a starting point and organization center for Rif Mountains walks.","['//upload.wikimedia.org/wikipedia/commons/thumb/e/e3/CHEFCHAOUEN_KASBAH.jpg/675px-CHEFCHAOUEN_KASBAH.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Chefchaouen_from_above.jpg/636px-Chefchaouen_from_above.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Chaouen_Morocco_-_panoramio_%2812%29.jpg/736px-Chaouen_Morocco_-_panoramio_%2812%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Old_medina_of_morocco.jpg/636px-Old_medina_of_morocco.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Chefchaouen_city_morocco.jpg/675px-Chefchaouen_city_morocco.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/2006_Chefchaouen-Hamam.jpg/680px-2006_Chefchaouen-Hamam.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/07/Chefchaouen%2C_Morocco_%285410159180%29_%284%29.jpg/620px-Chefchaouen%2C_Morocco_%285410159180%29_%284%29.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d52182.784407088795!2d-5.306000092436409!3d35.17098271080307!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd0b265e6402d907%3A0x91548980ce97ea0c!2sChefchaouen%2C%20Morocco!5e0!3m2!1sen!2sin!4v1601554980557!5m2!1sen!2sin,"['Lina Ryad & Spa', 'H�tel Koutoubia', 'Dar Lbakal chefchaouen', 'Dar Echchaouen', 'H�tel Parador']","['Derb El Assri', 'Lavadero de la ciudad', 'Derb Zaghdoud', 'Bab Chaouen', 'Kasbah']","['Restaurant Morisco', 'Bab Ssour', 'Assaada', 'Chez Aziz', '???? ?????']",,,
Morocco,Volubilis,"
Morocco's number one Roman ruin is a feast for history lovers, with a clutch of remarkable mosaics still interred where they were unearthed. This site is also full of tumbled columns and temple remnants, standing as reminders that even the greatest empires eventually crumble. The hilltop location allows the ruins to lord over the surrounding countryside, adding to the romantic ambience of lost glory. Head up through the ruins to the Capitol and Forum to feast on the views. This tourist attraction can easily be visited as a day trip from either Meknes or Fes.","['//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Volubilis_Longshot_II.jpg/620px-Volubilis_Longshot_II.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Arch_of_Caracalla_%28Triumphal_Arch%29.jpg/620px-Arch_of_Caracalla_%28Triumphal_Arch%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Mosaics_in_Volubilis.jpg/620px-Mosaics_in_Volubilis.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Volubilis_panorama_cropped.jpg/800px-Volubilis_panorama_cropped.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Decumanus_Maximus.jpg/600px-Decumanus_Maximus.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Volubilis_Tingis_Gate.jpg/650px-Volubilis_Tingis_Gate.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Volubilis_North_Baths.jpg/645px-Volubilis_North_Baths.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Basilica_and_Capitoline_Temple.jpg/620px-Basilica_and_Capitoline_Temple.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Volubilis_basilica_exterior.jpg/638px-Volubilis_basilica_exterior.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Volubilis_basilica_interior.jpg/638px-Volubilis_basilica_interior.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Volubilis_Capitoline_temple.jpg/647px-Volubilis_Capitoline_temple.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Volubilis_Arch_of_Caracalla_looking_southwest.jpg/659px-Volubilis_Arch_of_Caracalla_looking_southwest.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Volubilis_Triumphal_Arch.jpg/600px-Volubilis_Triumphal_Arch.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Volubilis_Arch_of_Caracalla_south_side.jpg/659px-Volubilis_Arch_of_Caracalla_south_side.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13220.708876188202!2d-5.548002925925699!3d34.064971039636994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xda068873e24f1ad%3A0x10953232ec980762!2sVolubilis%20Triumphal%20Arch!5e0!3m2!1sen!2sin!4v1601555065048!5m2!1sen!2sin,"['ibis Marrakech Palmeraie', 'Sofitel Marrakech Lounge & Spa', 'Riad Kasbah', 'Iberostar Founty Beach', 'Hotel La Maison Arabe']","['Conservation du site Archeologique de Volubilis', 'Ouzoud Falls', 'El Glaoui Palace', 'Morocco Daily Tours - Private Excursion From Marrakech', 'Morocco travel camp']",[],,,
Morocco,Bab Al-Mansour,"
This mammoth gateway (which guards the entrance to Meknes' Imperial City district from the medina) is noted for its stunning decoration. Meant as a monumental reminder of the sultan's might, the Bab al-Mansour is a magnificent relic of Meknes' glorious era as capital of Morocco. It's widely regarded as Morocco's grandest and best preserved gateway. Come in the late afternoon to photograph the gate in the soft light, then wander through Meknes' small maze of a medina, which is a much more laid-back affair than the medina of nearby Fes.","['//upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Bab_mansour_DSCF5811.jpg/650px-Bab_mansour_DSCF5811.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Bab_mansour_DSCF3791.jpg/650px-Bab_mansour_DSCF3791.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Bab_mansour_DSCF5809.jpg/650px-Bab_mansour_DSCF5809.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mekn%C3%A8s_-_Bab_Mansour_costat.jpg/700px-Mekn%C3%A8s_-_Bab_Mansour_costat.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Bab_mansour_antique_capital_DSCF3786.jpg/650px-Bab_mansour_antique_capital_DSCF3786.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/37/Bab_mansour_interior_DSCF4605.jpg/650px-Bab_mansour_interior_DSCF4605.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bab_jemaa_nouar_DSCF5778.jpg/624px-Bab_jemaa_nouar_DSCF5778.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3311.884813457971!2d-5.566748785418134!3d33.89262028064964!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xda05ad5a17fbc7b%3A0xb05d5ca50adb6ff1!2sBab%20Mansour%20Laleuj!5e0!3m2!1sen!2sin!4v1601555137317!5m2!1sen!2sin,"['Sofitel Dubai Downtown', 'Swiss�tel Al Murooj Dubai', 'Ramada by Wyndham Downtown Dubai', 'Taj Dubai', 'Dusit Thani Dubai']","['The Dubai Fountain', 'Burj Park by Emaar', 'Burj Khalifa', 'Dubai Frame', 'Dubai Aquarium & Underwater Zoo']","['Bab Mansour Laleuj', 'Bab Mansour', 'Le Marly', 'Bab Al Mansour']",,,
Morocco,Ait Ben Haddou,"
This golden-stoned adobe kasbah (fortress) thrusts dramatically out of the earth amid scenery that wows all who visit. It's a fairy-tale place, and unsurprisingly the orange-hued turrets and curvy lanes inside have become a favorite film location for Hollywood due to the surreal beauty of the place. You can even sleep within the kasbah if you want the full Ait Ben Haddou experience, though those who like their creature comforts should be aware that there's no electricity within the fortress itself.","['//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Kasbah_Ait_Ben_Haddou.jpg/660px-Kasbah_Ait_Ben_Haddou.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/73/0393_marokko_31.03.2014_%2827051408749%29.jpg/620px-0393_marokko_31.03.2014_%2827051408749%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Mauer_%282600120522%29.jpg/620px-Mauer_%282600120522%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ait_Benhaddou_Qsar_%28588071549%29.jpg/620px-Ait_Benhaddou_Qsar_%28588071549%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/31616-Ait_Ben_Haddou_%2812291651433%29.jpg/620px-31616-Ait_Ben_Haddou_%2812291651433%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/11/South_of_Morocco_beauty_18.jpg/720px-South_of_Morocco_beauty_18.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13673.065524414493!2d-7.138581327494204!3d31.04668305445877!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xdbae06120411439%3A0x4d090f64a0ec123a!2sA%C3%AFt%20Benhaddou%2C%20Morocco!5e0!3m2!1sen!2sin!4v1601555191453!5m2!1sen!2sin,"['Kasbah Tebi', 'Hotel La Kasbah', 'kasbah titrit', 'Auberge Ksar Ait ben haddou', 'Hotel Riad Ksar Ighnda']","['Ksar Ait Ben Haddou\u200c', 'A�t Benhaddou', 'Kasbah Tebi', 'Kasbah Hajja Ait Benhaddou Ouarzazate Maroc', 'Ait ben haddou Travel']","['La Baraka Auberge', 'Restaurant kasbah valentine', 'La Rose du Sable', 'La Maison De Sable', 'Kasbah du Jardin']",,,
Morocco,Rif Mountains,"
While much of Morocco's mountain scenery is craggy peaks surrounded by palm groves and arid plains, the Rif Mountains provide some lush green relief. For hikers, bikers, and day walkers, this is a good opportunity to head out into nature with plenty of trails for both advanced trekkers and those just wanting a short easy walk. Both Tetouan and Chefchaouen are the main bases from which to launch yourself out on a Rif Mountains adventure. Check out the trekking trails of Talassemtane National Park for its cedar and fir forest-covered mountain slopes and spectacular gorges and valleys to make the most of this region's natural beauty.","['//upload.wikimedia.org/wikipedia/commons/thumb/9/91/Chauen.jpg/770px-Chauen.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/RifMountainsInTheChefchaouenProvince.jpg/720px-RifMountainsInTheChefchaouenProvince.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/0f/20141218_-_Marocco_Mediterrane_Coast_%28West_Side%29_-_Air_Photo_by_sebaso.jpg/720px-20141218_-_Marocco_Mediterrane_Coast_%28West_Side%29_-_Air_Photo_by_sebaso.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13073.072869826065!2d-4.008738675413789!3d34.99999038573707!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd75c8c67aae19b7%3A0xc05a3f7edfedeb5d!2sRif!5e0!3m2!1sen!2sin!4v1601555250557!5m2!1sen!2sin,"['Hotel Etoile Du Rif', 'H�tel RIF', 'Hotel Asaada', 'Hotel Mira Palace Al Hoceima', 'Hotel mouhouch']","['Vayu Seva Tours & Travel (P) Ltd', 'Rif', 'Ouzoud Falls', 'Morocco Daily Tours - Private Excursion From Marrakech', 'Al Hoceima National Park']",[],,,
